title,url,brand,main_image,sku,description,gtin13,model,currency,price,availableDeliveryMethod,primary_category,sub_category_1,sub_category_2,images,specifications,directions,ingredients,avg_rating,reviews_count,uniq_id,scraped_at
Schick Womens Intuition Razor Pure Nourishment 3 Pack,https://www.walmart.com/ip/Schick-Womens-Intuition-Razor-Pure-Nourishment-3-Pack/571827507,Schick,https://i5.walmartimages.com/asr/26256cc2-4bc0-419b-bbe7-279edfcfa6ea.fe1406edb48c8e15df4930ffdcf41c5c.jpeg,571827507,"The Schick intuition pure nourishment razor with coconut milk and almond oil is the first and only razor system that lathers and shaves in one easy step, leaving your skin smooth and noticeably softer. A pivoting head with four blades provides greater flexibility and allows you to follow the natural curves of your legs and body. For a closer, faster shave that results in hydrated skin, the skin moisturizing solid surrounding the razor eliminates the need for shave gel, soap, or body wash. The razor's ergonomic design offers a sure grip with a sleek, molded handle for comfort and flexibility. This formula includes coconut milk and almond oil, which softens and moisturizes skin. Schick intuition plus is the effortless way to lather, shave and moisturize in one easy step giving you more time for simple pleasures.",191566455875,841058040866,USD,45.71,OnSitePickup,Personal Care,Shaving,Razors,https://i5.walmartimages.com/asr/c1628149-0c5b-44e4-9e71-5b71fd30f748.d0fb58780bc750cebd1b746a4141de4f.jpeg ~ https://i5.walmartimages.com/asr/26256cc2-4bc0-419b-bbe7-279edfcfa6ea.fe1406edb48c8e15df4930ffdcf41c5c.jpeg ~ https://i5.walmartimages.com/asr/7a30bf20-335d-477d-9a89-e392ac68ba1c.f2cc32d5c08aeb806baca9e69c46ce50.jpeg ~ https://i5.walmartimages.com/asr/deb7f806-9a8c-4485-bb3a-3f3a2b2eb285.89d76fa3b50747cb4408df0afbfabb12.jpeg ~ https://i5.walmartimages.com/asr/9ed7be5b-2e19-4176-82ad-b9ce03f108b0.b9686424fea4adce3dbe62ca3cc51f7d.jpeg,"[{'name': 'Brand', 'value': 'Schick'}]",,,,,2a93b9e7-9520-55e6-925c-b53818ebf5a1,16/11/2022 23:23:05
"Olay Cleansing & Firming Body Wash with Vitamin B3 and Collagen, 17.9 fl oz",https://www.walmart.com/ip/Olay-Cleansing-Firming-Body-Wash-with-Vitamin-B3-and-Collagen-17-9-fl-oz/955868105,Olay,https://i5.walmartimages.com/asr/bb1e0d82-02b2-4a8c-85f7-95947135a108.6e0fe24be6361931bfd9bacb0997d9a3.jpeg,955868105,"Lather in luxury every time you shower. Olay Cleansing and Firming Body wash, with its rich and creamy lather, infuses your skin with skin care ingredients, leaving skin feeling soft and silky to the touch. Supercharged with collagen and Vitamin B3 Complex, our body wash quenches thirsty skin leaving it firmer and younger looking with continued use. Shower yourself in Olay's 60 years of beauty science for hydrated, healthy-looking skin from head to toe.",037000578451,037000578451,USD,7.97,OnSitePickup,Personal Care,Bath & Body,Body Wash,https://i5.walmartimages.com/asr/72d972c4-4dd1-47a4-be41-69036d19d8ec.bca762b05ff6f4283214bc535202710f.jpeg ~ https://i5.walmartimages.com/asr/a547d214-417e-490a-aa9e-b81e56e46b01.0c63556185effb248d20cb32fde680cb.jpeg ~ https://i5.walmartimages.com/asr/bb1e0d82-02b2-4a8c-85f7-95947135a108.6e0fe24be6361931bfd9bacb0997d9a3.jpeg ~ https://i5.walmartimages.com/asr/1a87cda1-82c7-4373-a40d-1651bc0fd038.d95a24651e0eae18947f3b9218ce9513.jpeg ~ https://i5.walmartimages.com/asr/125864e8-aedc-42f0-8539-2a682af38809.7b6c55a5910ad884639819d8e505c1da.jpeg,"[{'name': 'Brand', 'value': 'Olay'}, {'name': 'Product Name', 'value': 'Olay Cleansing & Firming Body Wash with Vitamin B3 and Collagen, 17.9 fl oz'}, {'name': 'Scent', 'value': 'Fresh'}, {'name': 'Count', 'value': '1'}, {'name': 'Height', 'value': '8.614'}, {'name': 'Condition', 'value': 'New'}, {'name': 'Gender', 'value': 'Female'}, {'name': 'Skin Type', 'value': 'All'}, {'name': 'Manufacturer Part Number', 'value': '037000578451'}, {'name': 'Manufacturer', 'value': 'Procter & Gamble'}, {'name': 'Age Group', 'value': 'Adult'}, {'name': 'Width', 'value': '2.61'}, {'name': 'Category', 'value': 'Body Washes; Shower Gels'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '2.61 x 2.61 x 8.61 Inches'}]",Directions: Lather with puff and rinse.,"Water, Petrolatum, Sodium Trideceth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Fragrance, Trideceth-3, Niacinamide*, Collagen, Guar Hydroxypropyltrimonium Chloride, Sodium Benzoate, Xanthan Gum, Glyceryl Oleate, Citric Acid, Disodium EDTA, Sodium Hydroxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Methylchloroisothiazolinone, Methylisothiazolinone, Yellow 5, Red 33 *Vitamin B3",4.7,217,fd046a8f-76af-5c88-9990-dbe63a90aba5,16/11/2022 23:23:08
50 count Disposable Coffee Cups 4 oz To Go Paper Hot Drinks Expresso Travel Cup,https://www.walmart.com/ip/50-count-Disposable-Coffee-Cups-4-oz-To-Go-Paper-Hot-Drinks-Expresso-Travel-Cup/1971788003,Generic,https://i5.walmartimages.com/asr/b4c9f24e-ad45-4813-b7df-5251f85c085b.1db16cb97ba5d9003ed024b3f6a0eb23.jpeg,1971788003,"50 count Disposable Coffee Cups 4 oz To Go Paper Hot Drinks Expresso Travel Cup !! <br><br>

NOTE - Assorted styles available shown in pictures. Randomly shipped upon availability. <br>
These 4 oz hot cups are versatile and economical at the same time. This Choice hot coffee cup is the perfect beverage solution for your cafe, coffee shop, kiosk, concession stand, or convenience store.  <br>
Made of poly-coated lining reduces condensation accumulation. <br>
A unique, stylish design for home, office, and store sampling. <br>
Tapered sides ensure a comfortable grip and makes it easy to hold. <br>
Once you have finished enjoying your delicious hot beverage, the cup is disposable for quick and easy cleanup. <br>
These disposable coffee cups will provide the quality your looking for. <br>
Each cup measures: 2.5"" H x 2"" W (2.4"" top diameter and 1.8"" bottom diameter). <br>
Capacity of each cup: 4 ounces. <br>
This listing is for 1 pack of 50 pcs.",,9994C,USD,12.87,OnSitePickup,Household Essentials,Paper & Plastic,Disposable Tableware,https://i5.walmartimages.com/asr/b4c9f24e-ad45-4813-b7df-5251f85c085b.1db16cb97ba5d9003ed024b3f6a0eb23.jpeg ~ https://i5.walmartimages.com/asr/7b8dce5d-7fac-453e-b997-25b06bdcb160.9342f7b3a82555cfedc160abb31b3660.jpeg ~ https://i5.walmartimages.com/asr/14e00dc1-c976-4cc2-b97c-1e5aba266f37.02ae1abf5cbca83dfde13b58ab68e997.jpeg ~ https://i5.walmartimages.com/asr/c01eb830-6221-4bb6-9ce2-fc23f6665333.466115d0e6caee80c533b8ce7f33fd37.jpeg ~ https://i5.walmartimages.com/asr/bca0c429-068e-46d1-ae99-5176bfc0b724.6906874626196214bf2d09e83f908c43.jpeg ~ https://i5.walmartimages.com/asr/f6fd81b9-affa-414f-ac52-da991fbd55e0.0a047dc8f0be03bc5e3c842a74df2126.jpeg,"[{'name': 'Assembled Product Dimensions (L x W x H)', 'value': '1.00 x 1.00 x 1.00 Inches'}]",,,,,e991b3f6-4e70-533e-ab8a-27519e0f9814,16/11/2022 23:23:09
"Giorgio Beverly Hills Body Spray for Women, 8 Oz",https://www.walmart.com/ip/Giorgio-Beverly-Hills-Body-Spray-for-Women-8-Oz/49984558,Giorgio Beverly Hills,https://i5.walmartimages.com/asr/e4276970-9bf0-4401-a4f9-d801390e0bf7.9d949c566258f66c2aec8b55f6165f55.jpeg,49984558,"<p>Wrap yourself with a layer of elegance with the Giorgio Beverly Hills Body Mist for Women (8 fl oz). Glamorous but not overpowering, it comes bursting with floral and sensual notes of jasmine, rose, carnation, orris, sandalwood, cedarwood, musk, moss, bergamot, mandarin, and amber. This iconic and classic fragrance spray makes an excellent gift. It's the ideal complement for the confident woman who loves to command attention.</p>",719346630948,286065,USD,12.52,OnSitePickup,Premium Beauty,Premium Fragrance,Premium Perfume for Women,https://i5.walmartimages.com/asr/666ae793-5c9d-4f8f-b27f-3c0d1d73f2cf.bfc605f02cab5519a39685fd5d02e467.jpeg ~ https://i5.walmartimages.com/asr/e4276970-9bf0-4401-a4f9-d801390e0bf7.9d949c566258f66c2aec8b55f6165f55.jpeg,"[{'name': 'Body Spray Type', 'value': 'Body Sprays for Women'}, {'name': 'Gender', 'value': 'Female'}, {'name': 'Size', 'value': '8 oz'}, {'name': 'Brand', 'value': 'Giorgio Beverly Hills'}, {'name': 'Manufacturer', 'value': 'Beverly Hills'}, {'name': 'Features', 'value': 'No'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '1.90 x 1.90 x 7.70 Inches'}]",,"Alcohol denat, water/aqua/eau, parfum/fragrance, alpha-isomethyl ionone, amyl cinnamal, benzyl alcohol, benzyl benzoate, benzyl salicylate, cinnamyl alcohol, citral, citronellol, eugenol, geraniol, hexyl cinnamal, hydroxycitronellal, limonene, linalool.",4.4,7,a9c0554e-3511-5937-a6bd-37ab8f923dfb,16/11/2022 23:23:10
"Lansinoh mOmma Bottle with NaturalWave Nipple, 5 Ounce",https://www.walmart.com/ip/Lansinoh-mOmma-Bottle-with-NaturalWave-Nipple-5-Ounce/114221430,Lansinoh,https://i5.walmartimages.com/asr/a1c66977-be9c-4c5d-bbac-772f5ef6cfb4_1.cc30543f5980029dabbe3a7a25da4931.jpeg,114221430,"<p>Designed specifically for breastfeeding babies, the Lansinoh mOmma Bottle with NaturalWave Nipple is the perfect bottle for when you are apart from your baby. Based on more than 50 years of research, the NaturalWave Nipple enables the baby to engage in the same natural sucking actions learned at the breast allowing for a smooth transition from breast to bottle and back again.</p>",885402376669,71053,USD,11.34,OnSitePickup,Baby,Feeding,Lansinoh Bottles,https://i5.walmartimages.com/asr/25a4becf-69d7-4c54-b6ac-544d6ee75c72_1.5b664ae28adfae345cc2b5eae5ad7d0f.jpeg ~ https://i5.walmartimages.com/asr/08b5ea79-8ba4-4627-ac4b-61de38447457_1.9e3d8a6bc5a28004ae5ff14ba8a35567.jpeg ~ https://i5.walmartimages.com/asr/a1c66977-be9c-4c5d-bbac-772f5ef6cfb4_1.cc30543f5980029dabbe3a7a25da4931.jpeg,"[{'name': 'Brand', 'value': 'Lansinoh'}, {'name': 'Color', 'value': 'Assorted'}, {'name': 'Assembled Product Weight', 'value': '0.23 lb'}, {'name': 'Manufacturer', 'value': 'Lansinoh mOmma'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '2.50 x 2.50 x 6.25 Inches'}]",,,4.7,353,e839fd9b-3973-5abc-bdf9-beadc64bdca0,16/11/2022 23:23:11
"NIVEA Skin Firming Hydration Body Lotion with Q10 and Shea Butter, 16.9 Fl Oz Pump Bottle",https://www.walmart.com/ip/NIVEA-Skin-Firming-Hydration-Body-Lotion-with-Q10-and-Shea-Butter-16-9-Fl-Oz-Pump-Bottle/37242082,NIVEA,https://i5.walmartimages.com/asr/549069e0-3b94-49e5-bee3-b1175a390303.0b7646eb07b0c77e1dc2d2b9525d00f5.jpeg,37242082,"Firmer skin is within reach with the NIVEA Skin Firming Hydration Body Lotion with Q10 and Shea Butter. The formula in this body lotion delivers intense moisture while also firming the skin in as little as 2 weeks with regular use. The lightweight formula is also enriched with CoQ10 and Shea Butter. This NIVEA skin firming lotion is a great option for those looking for a daily body lotion. NIVEA is proud to be one of the leading companies in the field of skin care products, with more than 130 years of experience. Daily body lotion is a key part of a skincare routine. To use, pump lotion and smooth NIVEA Skin Firming Hydration Body Lotion over body, apply twice daily for best results. Firmer, softer skin is waiting!",072140002541,072140002541,USD,9.22,OnSitePickup,Personal Care,Bath & Body,Body Lotions,https://i5.walmartimages.com/asr/f18e008b-4454-4889-9117-c7e8d233453d_1.139c8c73a899bd7af469ef8cb2a7c370.jpeg ~ https://i5.walmartimages.com/asr/d78b8efd-6542-42e1-8e7f-1b0f0d19d3e7.ede40d9c1f81d52a139da42ea73000f2.jpeg ~ https://i5.walmartimages.com/asr/2bc0d4a4-a136-47f2-a1e9-42f1c3c2b813.37234290861476f44f24b5448a1678fa.jpeg ~ https://i5.walmartimages.com/asr/b4a6d780-7a59-4906-9c1b-c135f0bc3504.1dc7b2181803104ccdec4cddea18d209.jpeg ~ https://i5.walmartimages.com/asr/354057c6-544f-4433-b232-9ecf3b7cd01b.99b78a75917da2dba846f1afcddb0550.jpeg ~ https://i5.walmartimages.com/asr/21d9e9c2-5457-49bf-9700-8014dce7fe49.f3c6579fd8efe285cf0505eb779bbfd6.jpeg ~ https://i5.walmartimages.com/asr/549069e0-3b94-49e5-bee3-b1175a390303.0b7646eb07b0c77e1dc2d2b9525d00f5.jpeg ~ https://i5.walmartimages.com/asr/bda76d94-b16d-4ace-b174-b78bfe48413a.033b1b1547cf1abe9c9443f1cff05303.jpeg ~ https://i5.walmartimages.com/asr/5c5341c5-762c-4cf6-9408-467d487d1db5.aee792954af987a586f602b4dc0a4254.jpeg ~ https://i5.walmartimages.com/asr/9ae115dd-2e31-4b16-96bf-d5c856c2468b.9492e169dae2267e9399d0affdeb2f00.jpeg ~ https://i5.walmartimages.com/asr/0c0256dc-98a1-4124-b700-bd6c031e5469.eeaea673286d5a8f01385e302423dd1e.jpeg ~ https://i5.walmartimages.com/asr/bfade7da-6b10-4b90-bbe8-7dab0a479bd5.147ca760bcb7bb4582caa3099ed8ed08.jpeg,"[{'name': 'Features', 'value': 'No'}, {'name': 'Gender', 'value': 'Unisex'}, {'name': 'Age Group', 'value': 'Adult'}, {'name': 'Assembled Product Weight', 'value': '1.246 POUNDS'}, {'name': 'Brand', 'value': 'NIVEA'}, {'name': 'Manufacturer', 'value': 'Beiersdorf'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '2.00 x 3.00 x 9.00 Inches'}]",Smooth lotion over your body twice daily  Gently massage it into your skin,"Water, Glycerin, Isopropyl Palmitate, Alcohol Denat., Glyceryl Stearate SE, Glyceryl Stearate, C12-15 Alkyl Benzoate, Dimethicone, Butyrospermum Parkii (Shea) Butter, Tapioca Starch, Creatine, Carnitine, Ubiquinone, Phenoxyethanol, Fragrance, Carbomer, Sodium Hydroxide, 1-Methylhydantoin-2-Imide, Sodium Cetearyl Sulfate, Ethylhexylglycerin",4.4,2669,5de9280e-e77a-5288-b030-330362afe1e9,16/11/2022 23:23:14
"Colombian Decaffeinated Cold Brew Or Hot Coffee Concentrate Bag Flavored Christopher Bean Coffee, 100% Arabica, No Sugar, No Fats, Made with Non-GMO Flavorings, 64-Ounce Bag",https://www.walmart.com/ip/Colombian-Decaffeinated-Cold-Brew-Or-Hot-Coffee-Concentrate-Bag-Flavored-Christopher-Bean-Coffee-100-Arabica-No-Sugar-Fats-Made-Non-GMO-Flavorings-64/596408345,Christopher Bean,https://i5.walmartimages.com/asr/ba0be60c-9bc5-495e-bcaf-50c99fae7eec_1.7d0e263f1a425193b584d92d18ba6a3e.jpeg,596408345,"Christopher Bean Coffee™ Brand Liquid Coffee Concentrate.  Our finest Colombian beans, naturally decaffeinated. A magnificent decaf coffee offering clear, well defined acidity with a smooth, mild flavor is worthy enough to make Juan proud.  Our Liquid Coffee Concentrate is processed by using a small batch roasting method infused with strictly high grown 100% Arabica coffee beans. You will find our concentrates to provide A hearty coffee flavor with a silky smooth aftertaste.",812988001807,,USD,75,OnSitePickup,Food,Coffee,Bottled Coffee,https://i5.walmartimages.com/asr/1f874592-69f1-445f-9fd4-b9baffe28288.55121230a9ba1fbbf97319e78919cf82.jpeg ~ https://i5.walmartimages.com/asr/bc23679a-fd11-4e61-9181-0c26b36021bb.26867cd4eb90c5600366e426e2dc2c16.jpeg ~ https://i5.walmartimages.com/asr/65ea76c3-42fa-48cd-964c-c1d050f05a57.2d4a8a50601efaaa40370880648a4a71.jpeg ~ https://i5.walmartimages.com/asr/2b6da7d3-e0c1-47e7-9c02-258f59e4794f.c074339e62a6aca8402aee0eab89b6b4.jpeg ~ https://i5.walmartimages.com/asr/ba0be60c-9bc5-495e-bcaf-50c99fae7eec_1.7d0e263f1a425193b584d92d18ba6a3e.jpeg ~ https://i5.walmartimages.com/asr/54080c1b-d5d5-40e0-a1f8-15a9be9c262d.34412a16bdc4150075ea7f47b5c54251.jpeg ~ https://i5.walmartimages.com/asr/9d09a495-8af1-414e-83a7-7e48867dcabf.44cd21a34dc8284aeb181a2a71905acd.jpeg,"[{'name': 'Brand', 'value': 'Christopher Bean'}, {'name': 'Caffeine Designation', 'value': 'Naturally Caffeinated'}, {'name': 'Flavor', 'value': 'Colombian Decaffeinated'}, {'name': 'Nutrient Content Claims', 'value': 'Kosher'}]",,,,,e97c2148-7163-5508-8a16-acc61915f78f,16/11/2022 23:23:15
AURORA TRADE 3PCS Denture Bath Case Cup Box Holder Storage Soak Container with Strainer Basket for Travel Cleaning,https://www.walmart.com/ip/AURORA-TRADE-3PCS-Denture-Bath-Case-Cup-Box-Holder-Storage-Soak-Container-with-Strainer-Basket-for-Travel-Cleaning/507913578,AURORA TRADE,https://i5.walmartimages.com/asr/cab27802-eba8-4916-9759-eb0c6b65e4bc.6cb529bc3493b14ff3b284cd5f58f019.jpeg,507913578,"Specifications:    <br>
Durable and convenient, safe and no smell.<br>
Good tool for cleaning denture.<br>
Mini style and easy to carry out<br>
Can be storage denture or clean denture.<br>
<br>
Item Name: Denture Box<br>
Material: Medical Grade PP<br>
Features: with Mesh, Cleaning Box, Storage Container<br>
Size: 7cm x 9.4cm/2.76"" x 3.7"" (Approx.)<br>
<br>
Notes:<br>
Due to the light and screen setting difference, the item's color may be slightly different from the pictures.<br>
Please allow slight dimension difference due to different manual measurement.<br>
<br>
Package Includes:<br>
3 x Denture Box (Not Including Denture)",,,USD,12.22,OnSitePickup,Personal Care,Oral Care,Denture Adhesive,https://i5.walmartimages.com/asr/d53cb962-92e2-4769-9d5d-683dfe38cbca.6371c41e58160e801e6ed918a3fd8fe5.jpeg ~ https://i5.walmartimages.com/asr/963f3b57-c25e-4621-95f1-c2dc4db6d921.5ea8d2cd7584b99dfbcc7cc87b9df94c.jpeg ~ https://i5.walmartimages.com/asr/8a25763f-5e84-4fd7-b7de-bd8ea99076e4.469563468cb234cab6ff670e7a19de35.jpeg ~ https://i5.walmartimages.com/asr/cab27802-eba8-4916-9759-eb0c6b65e4bc.6cb529bc3493b14ff3b284cd5f58f019.jpeg ~ https://i5.walmartimages.com/asr/3f4cd88c-cbf6-4536-9d4a-634edb8a8619.874c3436137fd1a3f20d9208812c6519.jpeg ~ https://i5.walmartimages.com/asr/cf87b4ff-4f28-4214-a99a-a08f8a35d79e.50ebdd48d65cf1b4f8b10046d277a328.jpeg ~ https://i5.walmartimages.com/asr/6fbd1221-1b33-4362-88bc-cbc88144f868.b82b8f26b399251bb27b4617af6bf98e.jpeg ~ https://i5.walmartimages.com/asr/60e58cf2-c253-45f4-97b5-4b4cccacda07.2d92fd4ee6025bf2eec25baa337b97b3.jpeg,"[{'name': 'Features', 'value': 'with Mesh, Cleaning Box, Storage Container'}, {'name': 'Brand', 'value': 'AURORA TRADE'}, {'name': 'Color', 'value': 'Random color-3PCS'}]",,,3,2,25632216-16e9-5411-a116-a84f8f9cc6b0,16/11/2022 23:23:16
Dicasser 4 PCS Washer Balls Reusable Fabric Softener Saves You Money for Washing Machine,https://www.walmart.com/ip/Dicasser-4-PCS-Washer-Balls-Reusable-Fabric-Softener-Saves-You-Money-for-Washing-Machine/483518322,Dicasser,https://i5.walmartimages.com/asr/f7293b61-c4db-4c0b-83d0-8e40a74b8150.4d9f79d8d339fe0aff4e413ad6f6d5c0.jpeg,483518322,"<p>
 Name:Washer Balls<br>
Brand:Dicasser<br>
Color:Blue,Green,Red<br>
Package include: 4 pcs *Washer Balls<br>
<br>
Ensure that your clothes and linens feel soft and ready to use straight out of the washer with these Dryer Balls - Fabric Softener. This product will help soften your laundry the natural way, without having to use softening solutions and chemicals. It's made of a non-toxic material and is even reusable. These eco-friendly and practical fabric softener dryer balls are a cost-effective alternative, as well, because you won't need to keep buying every time you wash. This pack contains a set of 4 reusable dryer balls in blue, though it's also available in other colors to suit your style.<br>
<br>
Note:<br>
1. Due to the difference between different monitors, the picture may not reflect the actual color of the item.<br>
2. Please allow slight dimension difference due to different manual measurement. Thank you for your understanding.<br>

</p>
<p>
 <br>
</p>",755006109515,,USD,8.8,OnSitePickup,Household Essentials,Laundry,Dryer Sheets,https://i5.walmartimages.com/asr/83600427-081b-4c58-8465-b1ae6ee81d07.5815ebb65a5aae483bceb0bebca20c89.jpeg ~ https://i5.walmartimages.com/asr/4f8d8ed0-84f9-45c0-a95d-012209074c3c.dad37162715a75027da2aeeb01b9038f.jpeg ~ https://i5.walmartimages.com/asr/0bf6df51-759a-4985-a692-98f9643a02a8.8633104cf8517d5b4eefcf08970f16c4.jpeg ~ https://i5.walmartimages.com/asr/2794f893-e611-4f10-8a00-8367037cdc61.981e96cf497148690a35ba849e9be55f.jpeg ~ https://i5.walmartimages.com/asr/c7256c98-d7ef-4820-903f-86378fc1363b.b26d2124ce2516eacf4b4d6f07c827b7.jpeg ~ https://i5.walmartimages.com/asr/48b1a15c-4ff8-4390-95fe-c087eab47982.834f0aa87e586a40c14ed62831500188.jpeg ~ https://i5.walmartimages.com/asr/f7293b61-c4db-4c0b-83d0-8e40a74b8150.4d9f79d8d339fe0aff4e413ad6f6d5c0.jpeg ~ https://i5.walmartimages.com/asr/732bdda2-578d-4a51-be39-49b57b513402.34611f8254bad75332bdb88126609104.jpeg ~ https://i5.walmartimages.com/asr/8fcc5e66-7750-4d65-aae5-7b3d534b1bbd.ce8088b37a637737e8725c993f324997.jpeg ~ https://i5.walmartimages.com/asr/2703c0ae-2b21-4fc2-ae95-b122492f0c63.e77b3035ee319e3b5a179aa810484097.jpeg,"[{'name': 'Brand', 'value': 'Dicasser'}]",,,,,6d74c89f-1473-53a5-9a5b-ecbae11f0209,16/11/2022 23:23:17
"Displastible Disposable Aluminum Pans with Lids Cooking & Baking Food Container, 10-Pack",https://www.walmart.com/ip/Displastible-Disposable-Aluminum-Pans-with-Lids-Cooking-Baking-Food-Container-10-Pack/362191028,Diplastible,https://i5.walmartimages.com/asr/ddbf20b3-7b31-4306-b1d7-f2d6e6ba70ff.20171b0d070130b305de71b41c574dd1.jpeg,362191028,"<p><strong>Bake and store foods securely and conveniently!</strong></p>
<p>Foil pans are such useful cooking and baking supplies for any home cook or professional caterer. Foil pans with lids like ours are incredibly versatile and help you effortlessly prepare, transfer, and serve a variety of foods and keep them warm for longer. Whether you’re catering a party, joining a potluck, or delivering takeout, this food container keeps things simple.</p>
<p>With its classic silver finish and deep, angled walls, our disposable baking pans provide a polished look for your buffet-style chafing dishes. Enjoy heavy-duty performance and spill-proof storage from these disposable aluminum pans to last the life of the party.</p> 
<p><strong>Feed the world and bake it a better place with Displastible Disposable Aluminum Pans with Lids!</strong></p>
<p>This food container set with matching lids is affordable, reusable, recyclable, and disposable all at the same time. Each of our foil pans with lids optimize airflow during cooking, promoting proper heat distribution for exceptional results.</p> 
<p>These disposable baking pans are easy to use and highly versatile. Use our foil pans with lids for a wide range of occasions, from birthday party celebrations, family gatherings, food take out, and anniversaries all the way to big catering gigs.</p>
<p>Line your shelves with all the disposable aluminum pans you’ll ever need! Thanks to its multipurpose design and tight-fitting lids, our food container set makes an excellent choice for grilling, baking, roasting, freezing, serving, storing, and so much more.</p> 
<p>When it comes to any food container, choose foil pans with lids that are reliable and durable. Add Displastible Aluminum Pans with Lids to your cart today!</p>",079908407907,8541900437,USD,18.99,OnSitePickup,Household Essentials,Paper & Plastic,Disposable Tableware,https://i5.walmartimages.com/asr/0e56969d-288b-428f-9062-f61c8ffc1056.563a5c007017d6973e539371652b9630.jpeg ~ https://i5.walmartimages.com/asr/022ba949-fa31-4d7c-86f8-c02f8f8f83de.063aa2781d0e770bf670d4f1335b8d56.jpeg ~ https://i5.walmartimages.com/asr/7b605f6b-d425-4934-89aa-b042947c27e1.7e12481ec4e26ee351f56a02602ff1a7.jpeg ~ https://i5.walmartimages.com/asr/eaac519a-5d32-409c-a9e4-79b594146aee.f8fec481b780c2efe3fc32a5654bc742.jpeg ~ https://i5.walmartimages.com/asr/27b46d20-a914-4888-96e4-5c2d8363ec92.0491c1421e0765f7de3a1595ff09ddf7.jpeg ~ https://i5.walmartimages.com/asr/8652c267-93cd-4354-a89e-5e571f81e0a1.4a671fca1827f1d8c0c9326ba701c8cd.jpeg ~ https://i5.walmartimages.com/asr/ddbf20b3-7b31-4306-b1d7-f2d6e6ba70ff.20171b0d070130b305de71b41c574dd1.jpeg,"[{'name': 'Brand', 'value': 'Diplastible'}, {'name': 'Manufacturer Part Number', 'value': '07907'}, {'name': 'Manufacturer', 'value': 'Diplastible'}, {'name': 'Color', 'value': 'Silver'}, {'name': 'Material', 'value': 'Aluminum'}, {'name': 'Model', 'value': '8541900437'}]",,,3,2,281ecfc3-db30-5638-a967-a2e8b26426e5,16/11/2022 23:23:21
"Spectrum Brands Remington Titanium Travel Shaver, 1 ea",https://www.walmart.com/ip/Spectrum-Brands-Remington-Titanium-Travel-Shaver-1-ea/38114443,Remington,https://i5.walmartimages.com/asr/ce33de9b-f99d-470b-b9ec-6370ca562765_1.6bd0505094a662f4d58f2b5025a26045.jpeg,38114443,"Travel Shaver 1 shaver MSC-140. 2x More screens than any other travel shaver! Perfect for the gym, at work and travel; 2 Rayovac AA batteries included. A great shave anywhere, anytime! Battery powered. Revolutionary titanium technology. Integrated Cleaning Brush - Cleans shaver for optimal performance. Compact Ergonomic Design - Perfect for the gum, at work, and travel - or tackling the five o&amp;apos;clock shadow. A portable shaver without the hassle! 1 Year Full Warranty. Made in China.    1 shaver Madison, WI 53711 800-736-4648 2005 Rayovac Corp.",074590821000,MSC140,USD,37.99,OnSitePickup,Personal Care,Shaving,Electric Shave Replacement Heads,https://i5.walmartimages.com/asr/ce33de9b-f99d-470b-b9ec-6370ca562765_1.6bd0505094a662f4d58f2b5025a26045.jpeg ~ https://i5.walmartimages.com/asr/3a7e1d3f-ad5e-40da-84d5-0f5e2514f947_1.1850ab6b9814a76e401557cf4c61c8b2.jpeg ~ https://i5.walmartimages.com/asr/f28de5c6-b238-42ca-809d-02c8d53c674b_1.016efee15f1bc6ba0d7696880c777c59.jpeg ~ https://i5.walmartimages.com/asr/73f391f9-3655-4bb7-8a42-28f093856a5d_1.c8ce1e17ea01ce7472514eece4e22c0e.jpeg,"[{'name': 'Features', 'value': 'A great shave anywhere at any time, Dual foil for a top class shave, Compact ergonomic design, Integrated cleaning brush, 2x AA alkaline batteries'}, {'name': 'Brand', 'value': 'Remington'}, {'name': 'Manufacturer Part Number', 'value': 'MSC140'}, {'name': 'Gender', 'value': 'Male'}]",,,4.4,71,1af8a25a-e451-5654-8395-ef05d81336b4,16/11/2022 23:23:23
